runtime_file,runtime_sha256,dimensions,format,approved_file,manifest_asset_id,source,derivative_notes,image2_record,visual_qa,manifest_exclusion_reason,release_authorization
public/dashboard-art/cards/faces/juka-incarnate.png,c464a7badcee15f1fe22fc7ac9a6096de8c6f3f958bfd7f1c2573ce5fb349836,640x640,PNG,assets/approved/production/dashboard-art/cards/faces/juka-incarnate.png,MEDIA-my-sgg-cardface-juka-incarnate-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),Exact runtime binary carried forward from legacy registry asset MEDIA-my-sgg-cardface-juka-incarnate-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/cards/faces/juka-spirit.png,d92b30907a76d99fc183bdf4be8a43c13aee307c1c15178ae8dd2f28273b7243,640x640,PNG,assets/approved/production/dashboard-art/cards/faces/juka-spirit.png,MEDIA-my-sgg-cardface-juka-spirit-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),Exact runtime binary carried forward from legacy registry asset MEDIA-my-sgg-cardface-juka-spirit-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/cards/faces/kotone-doji.png,fe39b94a428845b5da84cb9324d7eb3058a86e7522f254fa9afa183ecdf5b8cc,640x640,PNG,assets/approved/production/dashboard-art/cards/faces/kotone-doji.png,MEDIA-my-sgg-cardface-kotone-doji-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),Exact runtime binary carried forward from legacy registry asset MEDIA-my-sgg-cardface-kotone-doji-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/cards/faces/kotone-incarnate.png,ac8f7a2bad5be89f21ea410153915e18c35c9f5ddcb58557dad65b604d604cb1,640x640,PNG,assets/approved/production/dashboard-art/cards/faces/kotone-incarnate.png,MEDIA-my-sgg-cardface-kotone-incarnate-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),Exact runtime binary carried forward from legacy registry asset MEDIA-my-sgg-cardface-kotone-incarnate-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/cards/faces/kotone-spirit.png,e9f8ef600e6d8c5682b800b72e690e3651cbdd1128e50632c18857ff61dd1e0f,640x640,PNG,assets/approved/production/dashboard-art/cards/faces/kotone-spirit.png,MEDIA-my-sgg-cardface-kotone-spirit-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),Exact runtime binary carried forward from legacy registry asset MEDIA-my-sgg-cardface-kotone-spirit-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/cards/faces/kozuchi-doji.png,8560db9ac7292f9b182a892217034966fbdca6cff7fdbfef5a242ef4c5c1e45d,640x640,PNG,assets/approved/production/dashboard-art/cards/faces/kozuchi-doji.png,MEDIA-my-sgg-cardface-kozuchi-doji-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),Exact runtime binary carried forward from legacy registry asset MEDIA-my-sgg-cardface-kozuchi-doji-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/cards/faces/kozuchi-incarnate.png,b049fed2998e06e27ff363b11e2c5f1875fe654ac798ec7252dcb7200403d67e,640x640,PNG,assets/approved/production/dashboard-art/cards/faces/kozuchi-incarnate.png,MEDIA-my-sgg-cardface-kozuchi-incarnate-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),Exact runtime binary carried forward from legacy registry asset MEDIA-my-sgg-cardface-kozuchi-incarnate-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/cards/faces/kozuchi-spirit.png,79d9faddff531d76c545a7b05b003d9161bb8899407515ba631ab882d715c8ec,640x640,PNG,assets/approved/production/dashboard-art/cards/faces/kozuchi-spirit.png,MEDIA-my-sgg-cardface-kozuchi-spirit-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),Exact runtime binary carried forward from legacy registry asset MEDIA-my-sgg-cardface-kozuchi-spirit-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/cards/faces/momokatsu-doji.png,e732f6f19acfc47f8b6ac73c441986dc725708fd6b9cc1e46065a071ee8c0199,640x640,PNG,assets/approved/production/dashboard-art/cards/faces/momokatsu-doji.png,MEDIA-my-sgg-cardface-momokatsu-doji-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),Exact runtime binary carried forward from legacy registry asset MEDIA-my-sgg-cardface-momokatsu-doji-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/cards/faces/momokatsu-incarnate.png,ae67915a4e44311ec408d2587d19936f9da54206b9a9b49550940d6bad78b375,640x640,PNG,assets/approved/production/dashboard-art/cards/faces/momokatsu-incarnate.png,MEDIA-my-sgg-cardface-momokatsu-incarnate-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),Exact runtime binary carried forward from legacy registry asset MEDIA-my-sgg-cardface-momokatsu-incarnate-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/cards/faces/momokatsu-spirit.png,0fd4a8e1db1f9cf2ce3f9d2015b419305a7113b5ec3336cc36b162adae0a3cc1,640x640,PNG,assets/approved/production/dashboard-art/cards/faces/momokatsu-spirit.png,MEDIA-my-sgg-cardface-momokatsu-spirit-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),Exact runtime binary carried forward from legacy registry asset MEDIA-my-sgg-cardface-momokatsu-spirit-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/cards/faces/shofuku-doji.png,e334cf1575d06103bc653c567daf7d96c862454bf9493a454a67a1d035673b8c,640x640,PNG,assets/approved/production/dashboard-art/cards/faces/shofuku-doji.png,MEDIA-my-sgg-cardface-shofuku-doji-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),Exact runtime binary carried forward from legacy registry asset MEDIA-my-sgg-cardface-shofuku-doji-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/cards/faces/shofuku-incarnate.png,612a86f3017459fda12efd2afc6f923673d314cbb1eebe95caa3162123bcb5fd,640x640,PNG,assets/approved/production/dashboard-art/cards/faces/shofuku-incarnate.png,MEDIA-my-sgg-cardface-shofuku-incarnate-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),Exact runtime binary carried forward from legacy registry asset MEDIA-my-sgg-cardface-shofuku-incarnate-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/cards/faces/shofuku-spirit.png,8b8f79d2364e8e088335cb91a78fe19b6c4b8afca8da4fa4b24b89aece3e5270,640x640,PNG,assets/approved/production/dashboard-art/cards/faces/shofuku-spirit.png,MEDIA-my-sgg-cardface-shofuku-spirit-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),Exact runtime binary carried forward from legacy registry asset MEDIA-my-sgg-cardface-shofuku-spirit-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/cards/faces/taimaru-doji.png,d3fafcfe8a6d8157f28150b2e3e51f02b500fa08ef43ec16f0c3c9047511219e,640x640,PNG,assets/approved/production/dashboard-art/cards/faces/taimaru-doji.png,MEDIA-my-sgg-cardface-taimaru-doji-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),Exact runtime binary carried forward from legacy registry asset MEDIA-my-sgg-cardface-taimaru-doji-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/cards/faces/taimaru-incarnate.png,175e7a694433d4aa5633564e55cd937b31079644a9c24f38087859538fee1a74,640x640,PNG,assets/approved/production/dashboard-art/cards/faces/taimaru-incarnate.png,MEDIA-my-sgg-cardface-taimaru-incarnate-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),Exact runtime binary carried forward from legacy registry asset MEDIA-my-sgg-cardface-taimaru-incarnate-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/cards/faces/taimaru-spirit.png,13b0397e6171625098b7761810f13132e6ca5648b38f9f15ccf7036396b11f2d,640x640,PNG,assets/approved/production/dashboard-art/cards/faces/taimaru-spirit.png,MEDIA-my-sgg-cardface-taimaru-spirit-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),Exact runtime binary carried forward from legacy registry asset MEDIA-my-sgg-cardface-taimaru-spirit-v001,Image 2.0 batch-01 (scripts/creative-pipeline/batch-01-cardfaces.json),PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/gacha/gacha-teaser.png,8f2da6854faf199b884ae404a46f7b274d8f0ffceb58be77b0eba15cf0ef9742,640x395,PNG,assets/approved/production/dashboard-art/gacha/gacha-teaser.png,MEDIA-my-sgg-gacha-teaser-v001,assets/candidates/gacha-teaser/gacha-teaser-a.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 scene resized and cropped for the gacha panel,assets/candidates/gacha-teaser/gacha-teaser-a.png; Image 2.0 delivery derivative,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/gacha/zukan-teaser.png,56f263bd97cc1c967156d37a04ed537dc566ecacfe84d3cbf0ea3cbe53ddf22f,640x422,PNG,assets/approved/production/dashboard-art/gacha/zukan-teaser.png,MEDIA-my-sgg-zukan-teaser-v001,assets/candidates/gacha-teaser/zukan-teaser-original.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 scene resized and cropped for the collection panel,assets/candidates/gacha-teaser/zukan-teaser-original.png; Image 2.0 delivery derivative,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/games/chain.png,e82a8f226405345a8f97f4ab6f7461d8c4bb81455e7b95bd40474a4b1d2e7c25,960x540,PNG,assets/approved/production/dashboard-art/games/chain.png,MEDIA-my-sgg-game-chain-v001,assets/candidates/chain-thumb-v001/chain-thumb-a.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 game scene resized and cropped for the game card,assets/candidates/chain-thumb-v001/PRODUCTION_RECORD.json,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/games/ebisu.png,be603e7b27c310e17041bbc59bdbcbcd980906d9e13fef84eab505942a7c4e44,960x540,PNG,assets/approved/production/dashboard-art/games/ebisu.png,MEDIA-my-sgg-game-ebisu-v001,Image 2.0 via Codex generated store (GAME-ebisu),Exact runtime binary carried forward from legacy registry asset MEDIA-my-sgg-game-ebisu-v001,Image 2.0 via Codex generated store (GAME-ebisu),PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/games/farm.png,122337f1c5e129ca161848eef97057292e0028374b92a4bcd1a4028507aa9198,960x540,PNG,assets/approved/production/dashboard-art/games/farm.png,MEDIA-my-sgg-game-farm-v001,assets/candidates/farm-thumb-v001/farm-thumb-a.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 game scene resized and cropped for the game card,assets/candidates/farm-thumb-v001/PRODUCTION_RECORD.json,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/games/oracle.png,9e49192561a75bbce3d19b928fec125103ce0bdc0ca08a88cdec8ce29747a9f8,960x540,PNG,assets/approved/production/dashboard-art/games/oracle.png,MEDIA-my-sgg-game-oracle-v001,Image 2.0 via Codex generated store (GAME-oracle2),Exact runtime binary carried forward from legacy registry asset MEDIA-my-sgg-game-oracle-v001,Image 2.0 via Codex generated store (GAME-oracle2),PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/games/quest.png,4bc57fd9747efbdca7959c1edc900368467a9a20b4056681107c0397952601f3,960x540,PNG,assets/approved/production/dashboard-art/games/quest.png,MEDIA-my-sgg-game-quest-v001,Image 2.0 via Codex generated store (GAME-quest),Exact runtime binary carried forward from legacy registry asset MEDIA-my-sgg-game-quest-v001,Image 2.0 via Codex generated store (GAME-quest),PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/games/taiyo.png,85fa4c81f1b54c25ca2afd01a28c59f482b2e7e54ede100d18c4206b7aa451d0,960x540,PNG,assets/approved/production/dashboard-art/games/taiyo.png,MEDIA-my-sgg-game-taiyo-v001,Image 2.0 via Codex generated store (GAME-taiyo),Exact runtime binary carried forward from legacy registry asset MEDIA-my-sgg-game-taiyo-v001,Image 2.0 via Codex generated store (GAME-taiyo),PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/headers/header-fukuei.png,c6528f99930b8d5f6f893970eff0f19253fd11530cccdfcf79371b3df4da8987,1200x400,PNG,assets/approved/production/dashboard-art/headers/header-fukuei.png,MEDIA-my-sgg-header-fukuei-v002,Image 2.0 batch-02R (scripts/creative-pipeline/batch-02R-rejects.json),Exact runtime binary carried forward from legacy registry asset MEDIA-my-sgg-header-fukuei-v002,Image 2.0 batch-02R (scripts/creative-pipeline/batch-02R-rejects.json),PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/headers/header-shouren.png,2c9b0fd09c0d9a2eb3d3892008ccf1bb9633a216f4b3442a06379239c271ddbe,1200x400,PNG,assets/approved/production/dashboard-art/headers/header-shouren.png,MEDIA-my-sgg-header-shouren-v002,Image 2.0 batch-02R (scripts/creative-pipeline/batch-02R-rejects.json),Exact runtime binary carried forward from legacy registry asset MEDIA-my-sgg-header-shouren-v002,Image 2.0 batch-02R (scripts/creative-pipeline/batch-02R-rejects.json),PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/headers/header-sobi.png,a3f6a06f5544496af8281964f3a79eececeed6824fabd959f7aedec14bda328e,1200x400,PNG,assets/approved/production/dashboard-art/headers/header-sobi.png,MEDIA-my-sgg-header-sobi-v001,Image 2.0 batch-02 (scripts/creative-pipeline/batch-02-stage-headers-pairs.json),Exact runtime binary carried forward from legacy registry asset MEDIA-my-sgg-header-sobi-v001,Image 2.0 batch-02 (scripts/creative-pipeline/batch-02-stage-headers-pairs.json),PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/headers/header-taiyo.png,5a0d91ebe1c3fc5f6570c4e958c7e47031d9b021b3733adb91d6dd3d334f78a0,1200x400,PNG,assets/approved/production/dashboard-art/headers/header-taiyo.png,MEDIA-my-sgg-header-taiyo-v002,Image 2.0 batch-02R (scripts/creative-pipeline/batch-02R-rejects.json),Exact runtime binary carried forward from legacy registry asset MEDIA-my-sgg-header-taiyo-v002,Image 2.0 batch-02R (scripts/creative-pipeline/batch-02R-rejects.json),PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/my-sgg-key-visual-v002.png,8cd32cd3eadf39ff03b610991417618179271b1e106fad45ffec011a29553e4f,1600x900,PNG,assets/approved/production/dashboard-art/my-sgg-key-visual-v002.png,MEDIA-my-sgg-key-visual-v002,source/image2-v002/my-sgg-key-visual-source.png,Exact runtime binary carried forward from legacy registry asset MEDIA-my-sgg-key-visual-v002,source/image2-v002/my-sgg-key-visual-source.png,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/my-sgg-key-visual-v004.png,9e49ed3d40b33030538916302d675f82f4044a726380c74a0d66c04381fe5e7d,2098x750,PNG,assets/approved/production/dashboard-art/my-sgg-key-visual-v004.png,MEDIA-my-sgg-key-visual-v004,Image 2.0 via Codex generated store (prompt-H),Exact runtime binary carried forward from legacy registry asset MEDIA-my-sgg-key-visual-v004,Image 2.0 via Codex generated store (prompt-H),PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/pairs/pair-ebisu-doji.png,96fef4b5e48cf206c24824a9576514610359a4bf8f324ef7d6500be4912f11bb,384x512,PNG,assets/approved/production/dashboard-art/pairs/pair-ebisu-doji.png,MEDIA-my-sgg-pair-ebisu-doji-v002,assets/candidates/duty-v2/pair-ebisu-b.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 pair scene cropped and resized for the selectable portrait,assets/candidates/duty-v2/pair-ebisu-b.png; Image 2.0 delivery derivative,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/pairs/pair-ebisu-incarnate.png,5d9f59335093b76302d7c20b8d10f7d11e9aeea1f39fb8c7cce28e6dda84cba1,384x512,PNG,assets/approved/production/dashboard-art/pairs/pair-ebisu-incarnate.png,MEDIA-my-sgg-pair-ebisu-incarnate-v002,assets/candidates/duty-v2/pair-ebisu-incarnate.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 pair scene cropped and resized for the selectable portrait,assets/candidates/duty-v2/pair-ebisu-incarnate.png; Image 2.0 delivery derivative,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/pairs/pair-ebisu-spirit.png,eb886e64800f69cf0c82c9909c241d21c50b5ae9be2f14b3e7da0079d8ab7f90,384x512,PNG,assets/approved/production/dashboard-art/pairs/pair-ebisu-spirit.png,MEDIA-my-sgg-pair-ebisu-spirit-v002,assets/candidates/duty-v2/pair-ebisu-spirit.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 pair scene cropped and resized for the selectable portrait,assets/candidates/duty-v2/pair-ebisu-spirit.png; Image 2.0 delivery derivative,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
public/dashboard-art/pairs/pair-fukuei-doji.png,39ce32648ab2d6e1e04f6231233f0b92a7e578fa533ddfe7984de0270cfaddcf,384x512,PNG,assets/approved/production/dashboard-art/pairs/pair-fukuei-doji.png,MEDIA-my-sgg-pair-fukuei-doji-v002,assets/candidates/duty-v2/pair-fukuei-b.png; Image 2.0 delivery derivative,Purpose-built Image 2.0 pair scene cropped and resized for the selectable portrait,assets/candidates/duty-v2/pair-fukuei-b.png; Image 2.0 delivery derivative,PIL decode verified; current visual identity/form audit passed where characters are present,,SGG project owner explicit public production publication instruction on 2026-08-19
